instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_actual,hum_actual,day_type,casual_pct,registered_pct
1237,2011-02-24,1,0,2,15,0,4,1,3,0.4,0.4091,0.54,0.3881,5,58,63,16.400000000000002,54.0,Workday,7.8125,90.625
1238,2011-02-24,1,0,2,16,0,4,1,3,0.38,0.3939,0.62,0.2836,4,67,71,15.58,62.0,Workday,5.555555555555555,93.05555555555556
1239,2011-02-24,1,0,2,17,0,4,1,3,0.36,0.3485,0.66,0.194,9,168,177,14.76,66.0,Workday,5.056179775280898,94.3820224719101
1240,2011-02-24,1,0,2,18,0,4,1,2,0.34,0.303,0.87,0.3284,5,132,137,13.940000000000001,87.0,Workday,3.6231884057971016,95.65217391304348
1241,2011-02-24,1,0,2,19,0,4,1,3,0.34,0.303,0.93,0.2985,3,112,115,13.940000000000001,93.0,Workday,2.586206896551724,96.55172413793103
1242,2011-02-24,1,0,2,20,0,4,1,2,0.34,0.303,0.93,0.3582,2,87,89,13.940000000000001,93.0,Workday,2.2222222222222223,96.66666666666667
1243,2011-02-24,1,0,2,21,0,4,1,2,0.34,0.303,0.87,0.3284,7,76,83,13.940000000000001,87.0,Workday,8.333333333333332,90.47619047619048
1244,2011-02-24,1,0,2,22,0,4,1,3,0.34,0.3182,0.87,0.2836,5,50,55,13.940000000000001,87.0,Workday,8.928571428571429,89.28571428571429
1245,2011-02-24,1,0,2,23,0,4,1,2,0.32,0.303,0.93,0.2239,3,47,50,13.120000000000001,93.0,Workday,5.88235294117647,92.15686274509804
1246,2011-02-25,1,0,2,0,0,5,1,3,0.32,0.3485,0.93,0.0,1,8,9,13.120000000000001,93.0,Workday,10.0,80.0
1247,2011-02-25,1,0,2,1,0,5,1,2,0.32,0.3485,1.0,0.0,1,9,10,13.120000000000001,100.0,Workday,9.090909090909092,81.81818181818183
1248,2011-02-25,1,0,2,2,0,5,1,2,0.32,0.3485,1.0,0.0,0,3,3,13.120000000000001,100.0,Workday,0.0,75.0
1249,2011-02-25,1,0,2,3,0,5,1,2,0.32,0.3333,0.93,0.1045,1,1,2,13.120000000000001,93.0,Workday,33.33333333333333,33.33333333333333
1250,2011-02-25,1,0,2,5,0,5,1,2,0.32,0.3333,0.93,0.1045,1,5,6,13.120000000000001,93.0,Workday,14.285714285714285,71.42857142857143
1251,2011-02-25,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11,13.940000000000001,93.0,Workday,0.0,91.66666666666666
1252,2011-02-25,1,0,2,7,0,5,1,3,0.34,0.3333,1.0,0.1343,1,34,35,13.940000000000001,100.0,Workday,2.7777777777777777,94.44444444444444
1253,2011-02-25,1,0,2,8,0,5,1,3,0.36,0.3485,0.93,0.1343,3,70,73,14.76,93.0,Workday,4.054054054054054,94.5945945945946
1254,2011-02-25,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,3,111,114,13.940000000000001,93.0,Workday,2.608695652173913,96.52173913043478
1255,2011-02-25,1,0,2,10,0,5,1,3,0.42,0.4242,0.94,0.3284,7,42,49,17.22,94.0,Workday,14.000000000000002,84.0
1256,2011-02-25,1,0,2,11,0,5,1,1,0.52,0.5,0.77,0.4478,9,50,59,21.32,77.0,Workday,15.0,83.33333333333334
1257,2011-02-25,1,0,2,12,0,5,1,3,0.54,0.5152,0.6,0.4627,20,95,115,22.14,60.0,Workday,17.24137931034483,81.89655172413794
1258,2011-02-25,1,0,2,13,0,5,1,3,0.54,0.5152,0.6,0.4627,6,77,83,22.14,60.0,Workday,7.142857142857142,91.66666666666666
1259,2011-02-25,1,0,2,14,0,5,1,3,0.56,0.5303,0.56,0.6119,14,71,85,22.96,56.00000000000001,Workday,16.27906976744186,82.55813953488372
1260,2011-02-25,1,0,2,15,0,5,1,1,0.46,0.4545,0.41,0.806,5,50,55,18.86,41.0,Workday,8.928571428571429,89.28571428571429
1261,2011-02-25,1,0,2,16,0,5,1,1,0.32,0.2879,0.49,0.4627,11,91,102,13.120000000000001,49.0,Workday,10.679611650485436,88.3495145631068
1262,2011-02-25,1,0,2,17,0,5,1,1,0.32,0.2727,0.49,0.7463,8,181,189,13.120000000000001,49.0,Workday,4.2105263157894735,95.26315789473684
1263,2011-02-25,1,0,2,18,0,5,1,1,0.32,0.2879,0.49,0.4925,7,150,157,13.120000000000001,49.0,Workday,4.430379746835443,94.9367088607595
1264,2011-02-25,1,0,2,19,0,5,1,1,0.3,0.2727,0.52,0.4478,4,86,90,12.299999999999999,52.0,Workday,4.395604395604396,94.5054945054945
1265,2011-02-25,1,0,2,20,0,5,1,1,0.3,0.2576,0.49,0.6119,2,60,62,12.299999999999999,49.0,Workday,3.1746031746031744,95.23809523809523
1266,2011-02-25,1,0,2,21,0,5,1,1,0.28,0.2576,0.48,0.3881,7,56,63,11.48,48.0,Workday,10.9375,87.5
1267,2011-02-25,1,0,2,22,0,5,1,1,0.26,0.2121,0.48,0.4478,7,43,50,10.66,48.0,Workday,13.725490196078432,84.31372549019608
1268,2011-02-25,1,0,2,23,0,5,1,1,0.26,0.2273,0.48,0.3284,2,37,39,10.66,48.0,Workday,5.0,92.5
1269,2011-02-26,1,0,2,0,0,6,0,1,0.24,0.2273,0.52,0.194,3,25,28,9.84,52.0,Weekend/Holiday,10.344827586206897,86.20689655172413
1270,2011-02-26,1,0,2,1,0,6,0,1,0.24,0.2121,0.52,0.2985,2,25,27,9.84,52.0,Weekend/Holiday,7.142857142857142,89.28571428571429
1271,2011-02-26,1,0,2,2,0,6,0,1,0.22,0.197,0.6,0.3582,3,9,12,9.02,60.0,Weekend/Holiday,23.076923076923077,69.23076923076923
1272,2011-02-26,1,0,2,3,0,6,0,1,0.22,0.2273,0.55,0.1343,1,7,8,9.02,55.00000000000001,Weekend/Holiday,11.11111111111111,77.77777777777779
1273,2011-02-26,1,0,2,4,0,6,0,2,0.22,0.2576,0.6,0.0896,1,1,2,9.02,60.0,Weekend/Holiday,33.33333333333333,33.33333333333333
1274,2011-02-26,1,0,2,5,0,6,0,2,0.22,0.2424,0.64,0.1045,1,9,10,9.02,64.0,Weekend/Holiday,9.090909090909092,81.81818181818183
1275,2011-02-26,1,0,2,6,0,6,0,1,0.22,0.2727,0.6,0.0,1,6,7,9.02,60.0,Weekend/Holiday,12.5,75.0
1276,2011-02-26,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22,9.02,60.0,Weekend/Holiday,4.3478260869565215,91.30434782608695
1277,2011-02-26,1,0,2,8,0,6,0,2,0.24,0.2879,0.6,0.0,2,55,57,9.84,60.0,Weekend/Holiday,3.4482758620689653,94.82758620689656
1278,2011-02-26,1,0,2,9,0,6,0,2,0.26,0.2576,0.56,0.1642,9,65,74,10.66,56.00000000000001,Weekend/Holiday,12.0,86.66666666666667
1279,2011-02-26,1,0,2,10,0,6,0,2,0.3,0.303,0.49,0.1343,14,71,85,12.299999999999999,49.0,Weekend/Holiday,16.27906976744186,82.55813953488372
1280,2011-02-26,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0.0,26,100,126,12.299999999999999,45.0,Weekend/Holiday,20.47244094488189,78.74015748031496
1281,2011-02-26,1,0,2,12,0,6,0,2,0.32,0.3182,0.45,0.1642,45,115,160,13.120000000000001,45.0,Weekend/Holiday,27.95031055900621,71.42857142857143
1282,2011-02-26,1,0,2,13,0,6,0,2,0.34,0.3182,0.42,0.2537,38,136,174,13.940000000000001,42.0,Weekend/Holiday,21.714285714285715,77.71428571428571
1283,2011-02-26,1,0,2,14,0,6,0,2,0.34,0.303,0.36,0.3284,57,154,211,13.940000000000001,36.0,Weekend/Holiday,26.88679245283019,72.64150943396226
1284,2011-02-26,1,0,2,15,0,6,0,2,0.36,0.3333,0.4,0.2836,40,125,165,14.76,40.0,Weekend/Holiday,24.096385542168676,75.30120481927712
1285,2011-02-26,1,0,2,16,0,6,0,1,0.36,0.3333,0.46,0.2836,41,130,171,14.76,46.0,Weekend/Holiday,23.837209302325583,75.5813953488372
1286,2011-02-26,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183,14.76,43.0,Weekend/Holiday,28.804347826086957,70.65217391304348
1287,2011-02-26,1,0,2,18,0,6,0,1,0.34,0.3333,0.46,0.194,26,111,137,13.940000000000001,46.0,Weekend/Holiday,18.84057971014493,80.43478260869566
1288,2011-02-26,1,0,2,19,0,6,0,1,0.32,0.303,0.49,0.2537,30,64,94,13.120000000000001,49.0,Weekend/Holiday,31.57894736842105,67.36842105263158
1289,2011-02-26,1,0,2,20,0,6,0,1,0.3,0.303,0.56,0.1642,8,60,68,12.299999999999999,56.00000000000001,Weekend/Holiday,11.594202898550725,86.95652173913044
1290,2011-02-26,1,0,2,21,0,6,0,1,0.28,0.2727,0.65,0.2537,9,59,68,11.48,65.0,Weekend/Holiday,13.043478260869565,85.5072463768116
1291,2011-02-26,1,0,2,22,0,6,0,1,0.28,0.2727,0.75,0.2239,8,38,46,11.48,75.0,Weekend/Holiday,17.02127659574468,80.85106382978722
1292,2011-02-26,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34,11.48,75.0,Weekend/Holiday,14.285714285714285,82.85714285714286
1293,2011-02-27,1,0,2,0,0,0,0,1,0.26,0.2424,0.87,0.2836,8,26,34,10.66,87.0,Weekend/Holiday,22.857142857142858,74.28571428571429
1294,2011-02-27,1,0,2,1,0,0,0,1,0.26,0.2576,0.87,0.194,7,30,37,10.66,87.0,Weekend/Holiday,18.421052631578945,78.94736842105263
1295,2011-02-27,1,0,2,2,0,0,0,1,0.26,0.2727,0.87,0.1343,2,20,22,10.66,87.0,Weekend/Holiday,8.695652173913043,86.95652173913044
1296,2011-02-27,1,0,2,3,0,0,0,1,0.26,0.2879,0.87,0.0896,3,8,11,10.66,87.0,Weekend/Holiday,25.0,66.66666666666666
1297,2011-02-27,1,0,2,4,0,0,0,1,0.24,0.2424,0.87,0.1343,0,2,2,9.84,87.0,Weekend/Holiday,0.0,66.66666666666666
1298,2011-02-27,1,0,2,6,0,0,0,1,0.24,0.2879,0.87,0.0,2,1,3,9.84,87.0,Weekend/Holiday,50.0,25.0
1299,2011-02-27,1,0,2,7,0,0,0,1,0.24,0.2424,0.87,0.1343,6,8,14,9.84,87.0,Weekend/Holiday,40.0,53.333333333333336
1300,2011-02-27,1,0,2,8,0,0,0,1,0.26,0.303,0.87,0.0,9,26,35,10.66,87.0,Weekend/Holiday,25.0,72.22222222222221
1301,2011-02-27,1,0,2,9,0,0,0,1,0.28,0.303,0.87,0.0896,17,42,59,11.48,87.0,Weekend/Holiday,28.333333333333332,70.0
1302,2011-02-27,1,0,2,10,0,0,0,1,0.3,0.303,0.81,0.1642,24,79,103,12.299999999999999,81.0,Weekend/Holiday,23.076923076923077,75.96153846153845
1303,2011-02-27,1,0,2,11,0,0,0,1,0.36,0.3485,0.62,0.1343,33,92,125,14.76,62.0,Weekend/Holiday,26.190476190476193,73.01587301587301
1304,2011-02-27,1,0,2,12,0,0,0,1,0.4,0.4091,0.54,0.0896,61,132,193,16.400000000000002,54.0,Weekend/Holiday,31.443298969072163,68.04123711340206
1305,2011-02-27,1,0,2,13,0,0,0,1,0.42,0.4242,0.47,0.0,90,169,259,17.22,47.0,Weekend/Holiday,34.61538461538461,65.0
1306,2011-02-27,1,0,2,14,0,0,0,1,0.44,0.4394,0.47,0.0896,105,177,282,18.04,47.0,Weekend/Holiday,37.102473498233216,62.544169611307424
1307,2011-02-27,1,0,2,15,0,0,0,1,0.46,0.4545,0.44,0.1343,98,163,261,18.86,44.0,Weekend/Holiday,37.404580152671755,62.213740458015266
1308,2011-02-27,1,0,2,16,0,0,0,1,0.48,0.4697,0.44,0.1642,98,170,268,19.68,44.0,Weekend/Holiday,36.43122676579926,63.19702602230484
1309,2011-02-27,1,0,2,17,0,0,0,1,0.42,0.4242,0.54,0.194,66,121,187,17.22,54.0,Weekend/Holiday,35.1063829787234,64.36170212765957
1310,2011-02-27,1,0,2,18,0,0,0,1,0.4,0.4091,0.54,0.194,24,103,127,16.400000000000002,54.0,Weekend/Holiday,18.75,80.46875
1311,2011-02-27,1,0,2,19,0,0,0,1,0.4,0.4091,0.54,0.1343,16,86,102,16.400000000000002,54.0,Weekend/Holiday,15.53398058252427,83.49514563106796
1312,2011-02-27,1,0,2,20,0,0,0,1,0.4,0.4091,0.54,0.0896,9,72,81,16.400000000000002,54.0,Weekend/Holiday,10.975609756097562,87.8048780487805
1313,2011-02-27,1,0,2,21,0,0,0,1,0.38,0.3939,0.62,0.1642,8,61,69,15.58,62.0,Weekend/Holiday,11.428571428571429,87.14285714285714
1314,2011-02-27,1,0,2,22,0,0,0,2,0.38,0.3939,0.62,0.1045,2,67,69,15.58,62.0,Weekend/Holiday,2.857142857142857,95.71428571428572
1315,2011-02-27,1,0,2,23,0,0,0,2,0.36,0.3485,0.62,0.1642,6,53,59,14.76,62.0,Weekend/Holiday,10.0,88.33333333333333
1316,2011-02-28,1,0,2,0,0,1,1,2,0.36,0.3636,0.66,0.1045,5,25,30,14.76,66.0,Workday,16.129032258064516,80.64516129032258
1317,2011-02-28,1,0,2,1,0,1,1,3,0.34,0.303,0.87,0.3582,1,7,8,13.940000000000001,87.0,Workday,11.11111111111111,77.77777777777779
1318,2011-02-28,1,0,2,3,0,1,1,3,0.32,0.3182,0.93,0.1642,0,1,1,13.120000000000001,93.0,Workday,0.0,50.0
1319,2011-02-28,1,0,2,5,0,1,1,2,0.34,0.3636,0.93,0.0,1,4,5,13.940000000000001,93.0,Workday,16.666666666666664,66.66666666666666
1320,2011-02-28,1,0,2,6,0,1,1,2,0.34,0.3485,0.96,0.1045,1,27,28,13.940000000000001,96.0,Workday,3.4482758620689653,93.10344827586206
1321,2011-02-28,1,0,2,7,0,1,1,2,0.36,0.3636,0.93,0.1045,2,90,92,14.76,93.0,Workday,2.1505376344086025,96.7741935483871
1322,2011-02-28,1,0,2,8,0,1,1,2,0.34,0.303,0.93,0.2985,13,242,255,13.940000000000001,93.0,Workday,5.078125,94.53125
1323,2011-02-28,1,0,2,9,0,1,1,1,0.42,0.4242,0.82,0.2836,15,127,142,17.22,82.0,Workday,10.48951048951049,88.81118881118881
1324,2011-02-28,1,0,2,10,0,1,1,2,0.52,0.5,0.72,0.4925,13,79,92,21.32,72.0,Workday,13.978494623655912,84.94623655913979
1325,2011-02-28,1,0,2,11,0,1,1,2,0.56,0.5303,0.64,0.2985,13,74,87,22.96,64.0,Workday,14.772727272727273,84.0909090909091
1326,2011-02-28,1,0,2,12,0,1,1,2,0.56,0.5303,0.64,0.2985,0,36,36,22.96,64.0,Workday,0.0,97.2972972972973
1327,2011-02-28,1,0,2,13,0,1,1,3,0.46,0.4545,0.94,0.2239,1,31,32,18.86,94.0,Workday,3.0303030303030303,93.93939393939394
1328,2011-02-28,1,0,2,14,0,1,1,3,0.42,0.4242,1.0,0.2985,1,24,25,17.22,100.0,Workday,3.8461538461538463,92.3076923076923
1329,2011-02-28,1,0,2,15,0,1,1,3,0.42,0.4242,1.0,0.2985,0,35,35,17.22,100.0,Workday,0.0,97.22222222222221
1330,2011-02-28,1,0,2,16,0,1,1,3,0.42,0.4242,1.0,0.1343,2,40,42,17.22,100.0,Workday,4.651162790697675,93.02325581395348
1331,2011-02-28,1,0,2,17,0,1,1,3,0.4,0.4091,1.0,0.2985,2,77,79,16.400000000000002,100.0,Workday,2.5,96.25
1332,2011-02-28,1,0,2,18,0,1,1,3,0.46,0.4545,0.94,0.194,4,127,131,18.86,94.0,Workday,3.0303030303030303,96.21212121212122
1333,2011-02-28,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119,1,79,80,18.04,88.0,Workday,1.2345679012345678,97.53086419753086
1334,2011-02-28,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119,0,45,45,18.04,88.0,Workday,0.0,97.82608695652173
1335,2011-02-28,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881,2,78,80,15.58,87.0,Workday,2.4691358024691357,96.29629629629629
1336,2011-02-28,1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179,4,72,76,13.940000000000001,93.0,Workday,5.194805194805195,93.5064935064935
1337,2011-02-28,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,0,45,45,13.120000000000001,81.0,Workday,0.0,97.82608695652173
1338,2011-03-01,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627,0,7,7,12.299999999999999,70.0,Workday,0.0,87.5
1339,2011-03-01,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582,0,3,3,10.66,70.0,Workday,0.0,75.0
1340,2011-03-01,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881,0,4,4,9.84,65.0,Workday,0.0,80.0
1341,2011-03-01,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836,0,2,2,9.02,69.0,Workday,0.0,66.66666666666666
1342,2011-03-01,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537,0,1,1,9.02,69.0,Workday,0.0,50.0
1343,2011-03-01,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836,1,1,2,8.200000000000001,64.0,Workday,33.33333333333333,33.33333333333333
1344,2011-03-01,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985,0,46,46,8.200000000000001,59.0,Workday,0.0,97.87234042553192
1345,2011-03-01,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284,2,105,107,8.200000000000001,59.0,Workday,1.8518518518518516,97.22222222222221
1346,2011-03-01,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881,10,204,214,8.200000000000001,59.0,Workday,4.651162790697675,94.88372093023256
1347,2011-03-01,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179,8,116,124,9.02,55.00000000000001,Workday,6.4,92.80000000000001
1348,2011-03-01,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836,13,55,68,9.84,52.0,Workday,18.84057971014493,79.71014492753623
1349,2011-03-01,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537,8,48,56,11.48,45.0,Workday,14.035087719298245,84.21052631578947
1350,2011-03-01,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343,6,80,86,12.299999999999999,39.0,Workday,6.896551724137931,91.95402298850574
1351,2011-03-01,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0.0,13,65,78,13.120000000000001,39.0,Workday,16.455696202531644,82.27848101265823
1352,2011-03-01,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343,18,61,79,13.120000000000001,36.0,Workday,22.5,76.25
1353,2011-03-01,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0.0,7,57,64,13.940000000000001,34.0,Workday,10.76923076923077,87.6923076923077
1354,2011-03-01,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,10,92,102,13.940000000000001,34.0,Workday,9.70873786407767,89.32038834951457
1355,2011-03-01,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896,12,230,242,13.940000000000001,34.0,Workday,4.938271604938271,94.65020576131687
1356,2011-03-01,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194,10,214,224,13.120000000000001,39.0,Workday,4.444444444444445,95.11111111111111
1357,2011-03-01,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343,4,115,119,12.299999999999999,49.0,Workday,3.3333333333333335,95.83333333333334
1358,2011-03-01,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896,2,86,88,12.299999999999999,61.0,Workday,2.247191011235955,96.62921348314607
1359,2011-03-01,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0.0,8,55,63,10.66,56.00000000000001,Workday,12.5,85.9375
1360,2011-03-01,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045,3,44,47,9.84,62.0,Workday,6.25,91.66666666666666
1361,2011-03-01,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239,2,23,25,9.84,65.0,Workday,7.6923076923076925,88.46153846153845
1362,2011-03-02,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642,3,5,8,9.02,69.0,Workday,33.33333333333333,55.55555555555556
1363,2011-03-02,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194,0,4,4,9.02,69.0,Workday,0.0,80.0
1364,2011-03-02,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194,0,2,2,9.02,69.0,Workday,0.0,66.66666666666666
1365,2011-03-02,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836,3,1,4,9.02,69.0,Workday,60.0,20.0
1366,2011-03-02,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343,1,0,1,8.200000000000001,75.0,Workday,50.0,0.0
1367,2011-03-02,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239,0,5,5,9.02,69.0,Workday,0.0,83.33333333333334
1368,2011-03-02,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537,1,39,40,9.02,55.00000000000001,Workday,2.4390243902439024,95.1219512195122
1369,2011-03-02,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537,2,108,110,9.02,64.0,Workday,1.8018018018018018,97.2972972972973
1370,2011-03-02,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256,9.84,65.0,Workday,5.058365758754864,94.55252918287937
1371,2011-03-02,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985,7,141,148,11.48,56.00000000000001,Workday,4.697986577181208,94.63087248322147
1372,2011-03-02,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836,11,65,76,13.120000000000001,49.0,Workday,14.285714285714285,84.4155844155844
1373,2011-03-02,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284,8,65,73,13.940000000000001,53.0,Workday,10.81081081081081,87.83783783783784
1374,2011-03-02,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194,20,62,82,16.400000000000002,43.0,Workday,24.096385542168676,74.69879518072288
1375,2011-03-02,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0.0,35,90,125,20.5,25.0,Workday,27.77777777777778,71.42857142857143
1376,2011-03-02,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985,21,75,96,21.32,23.0,Workday,21.649484536082475,77.31958762886599
1377,2011-03-02,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179,19,91,110,22.14,19.0,Workday,17.117117117117118,81.98198198198197
1378,2011-03-02,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284,27,112,139,22.14,19.0,Workday,19.28571428571429,80.0
1379,2011-03-02,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836,30,238,268,20.5,23.0,Workday,11.152416356877323,88.47583643122677
1380,2011-03-02,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925,8,193,201,18.86,23.0,Workday,3.9603960396039604,95.54455445544554
1381,2011-03-02,1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224,6,144,150,16.400000000000002,28.000000000000004,Workday,3.9735099337748347,95.36423841059603
1382,2011-03-02,1,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179,9,86,95,14.76,28.999999999999996,Workday,9.375,89.58333333333334
1383,2011-03-02,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,3,68,71,13.940000000000001,28.999999999999996,Workday,4.166666666666666,94.44444444444444
1384,2011-03-02,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522,4,44,48,12.299999999999999,26.0,Workday,8.16326530612245,89.79591836734694
1385,2011-03-02,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224,0,22,22,10.66,30.0,Workday,0.0,95.65217391304348
1386,2011-03-03,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,3,10,13,9.84,30.0,Workday,21.428571428571427,71.42857142857143
1387,2011-03-03,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627,0,1,1,9.84,30.0,Workday,0.0,50.0
1388,2011-03-03,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,3,8.200000000000001,27.0,Workday,25.0,50.0
1389,2011-03-03,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627,0,1,1,8.200000000000001,27.0,Workday,0.0,50.0
1390,2011-03-03,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925,0,1,1,6.5600000000000005,31.0,Workday,0.0,50.0
1391,2011-03-03,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985,1,7,8,5.74,33.0,Workday,11.11111111111111,77.77777777777779
1392,2011-03-03,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985,1,34,35,5.74,33.0,Workday,2.7777777777777777,94.44444444444444
1393,2011-03-03,1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179,1,110,111,4.92,42.0,Workday,0.8928571428571428,98.21428571428571
1394,2011-03-03,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985,4,216,220,5.74,39.0,Workday,1.809954751131222,97.73755656108597
1395,2011-03-03,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836,10,135,145,6.5600000000000005,37.0,Workday,6.8493150684931505,92.46575342465754
1396,2011-03-03,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194,7,49,56,7.38,28.999999999999996,Workday,12.280701754385964,85.96491228070175
1397,2011-03-03,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896,10,40,50,8.200000000000001,28.999999999999996,Workday,19.607843137254903,78.43137254901961
1398,2011-03-03,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343,7,65,72,9.02,25.0,Workday,9.58904109589041,89.04109589041096
1399,2011-03-03,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896,13,67,80,9.02,25.0,Workday,16.049382716049383,82.71604938271605
1400,2011-03-03,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78,9.84,21.0,Workday,22.78481012658228,75.9493670886076
1401,2011-03-03,1,0,3,15,0,4,1,1,0.24,0.2879,0.23,0.0,6,62,68,9.84,23.0,Workday,8.695652173913043,89.85507246376811
1402,2011-03-03,1,0,3,16,0,4,1,1,0.26,0.303,0.23,0.0,6,65,71,10.66,23.0,Workday,8.333333333333332,90.27777777777779
1403,2011-03-03,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0.0,17,185,202,10.66,22.0,Workday,8.374384236453201,91.13300492610837
1404,2011-03-03,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284,6,161,167,9.84,35.0,Workday,3.571428571428571,95.83333333333334
1405,2011-03-03,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537,5,101,106,8.200000000000001,40.0,Workday,4.672897196261682,94.39252336448598
1406,2011-03-03,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896,1,69,70,8.200000000000001,40.0,Workday,1.4084507042253522,97.1830985915493
1407,2011-03-03,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045,3,48,51,7.38,40.0,Workday,5.769230769230769,92.3076923076923
1408,2011-03-03,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,0.0,3,50,53,8.200000000000001,40.0,Workday,5.555555555555555,92.5925925925926
1409,2011-03-03,1,0,3,23,0,4,1,2,0.18,0.2121,0.43,0.0896,0,23,23,7.38,43.0,Workday,0.0,95.83333333333334
1410,2011-03-04,1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194,0,12,12,8.200000000000001,55.00000000000001,Workday,0.0,92.3076923076923
